cohort_date,day_number,active_users,retention_rate
2020-10-14,21.0,2,0.08
2020-10-14,22.0,5,0.21
2020-10-14,23.0,3,0.12
2020-10-14,24.0,4,0.17
2020-10-14,25.0,4,0.17
2020-10-14,26.0,1,0.04
2020-10-14,27.0,5,0.21
2020-10-14,28.0,3,0.12
2020-10-14,29.0,2,0.08
2020-10-14,30.0,1,0.04
2020-10-14,32.0,4,0.17
2020-10-14,33.0,1,0.04
2020-10-14,34.0,1,0.04
2020-10-14,35.0,3,0.12
2020-10-14,39.0,2,0.08
2020-10-14,40.0,1,0.04
2020-10-14,41.0,1,0.04
2020-10-14,42.0,1,0.04
2020-10-14,43.0,1,0.04
2020-10-14,44.0,1,0.04
2020-10-14,45.0,1,0.04
2020-10-14,47.0,1,0.04
2020-10-14,48.0,1,0.04
2020-10-14,52.0,1,0.04
2020-10-14,54.0,3,0.12
2020-10-14,55.0,2,0.08
2020-10-14,56.0,1,0.04
2020-10-14,57.0,1,0.04
2020-10-14,63.0,2,0.08
2020-10-14,67.0,1,0.04
2020-10-14,69.0,2,0.08
2020-10-14,70.0,2,0.08
2020-10-14,71.0,2,0.08
2020-10-14,78.0,2,0.08
2020-10-14,79.0,2,0.08
2020-10-14,83.0,2,0.08
2020-10-14,84.0,2,0.08
2020-10-14,86.0,1,0.04
2020-10-14,87.0,2,0.08
2020-10-14,88.0,2,0.08
2020-10-14,89.0,1,0.04
2020-10-14,91.0,1,0.04
2020-10-14,92.0,1,0.04
2020-10-14,93.0,1,0.04
2020-10-14,94.0,1,0.04
2020-10-14,95.0,2,0.08
2020-10-14,102.0,1,0.04
2020-10-14,103.0,1,0.04
2020-10-14,104.0,1,0.04
2020-10-14,105.0,2,0.08
2020-10-14,109.0,1,0.04
2020-10-14,110.0,1,0.04
2020-10-14,112.0,2,0.08
2020-10-14,114.0,1,0.04
2020-10-14,116.0,1,0.04
2020-10-14,117.0,2,0.08
2020-10-14,118.0,1,0.04
2020-10-14,124.0,1,0.04
2020-10-14,127.0,1,0.04
2020-10-14,136.0,1,0.04
2020-10-14,137.0,1,0.04
2020-10-15,0.0,2893,100.0
2020-10-15,1.0,84,2.9
2020-10-15,2.0,29,1.0
2020-10-15,3.0,20,0.69
2020-10-15,4.0,20,0.69
2020-10-15,5.0,19,0.66
2020-10-15,6.0,12,0.41
2020-10-15,7.0,8,0.28
2020-10-15,8.0,13,0.45
2020-10-15,9.0,5,0.17
2020-10-15,10.0,6,0.21
2020-10-15,11.0,9,0.31
2020-10-15,12.0,4,0.14
2020-10-15,13.0,10,0.35
2020-10-15,14.0,7,0.24
2020-10-15,15.0,5,0.17
2020-10-15,16.0,3,0.1
2020-10-15,17.0,4,0.14
2020-10-15,18.0,4,0.14
2020-10-15,19.0,7,0.24
2020-10-15,20.0,2,0.07
2020-10-15,21.0,4,0.14
2020-10-15,22.0,1,0.03
2020-10-15,23.0,2,0.07
2020-10-15,24.0,3,0.1
2020-10-15,25.0,3,0.1
2020-10-15,26.0,2,0.07
2020-10-15,27.0,5,0.17
2020-10-15,28.0,3,0.1
2020-10-15,29.0,2,0.07
2020-10-15,30.0,2,0.07
2020-10-15,31.0,5,0.17
2020-10-15,32.0,4,0.14
2020-10-15,35.0,3,0.1
2020-10-15,36.0,2,0.07
2020-10-15,39.0,4,0.14
2020-10-15,40.0,2,0.07
2020-10-15,41.0,2,0.07
2020-10-15,42.0,1,0.03
2020-10-15,46.0,1,0.03
2020-10-15,49.0,3,0.1
2020-10-15,52.0,1,0.03
2020-10-15,53.0,2,0.07
2020-10-15,55.0,1,0.03
2020-10-15,56.0,1,0.03
2020-10-15,58.0,1,0.03
2020-10-15,59.0,1,0.03
2020-10-15,60.0,1,0.03
2020-10-15,61.0,1,0.03
2020-10-15,62.0,1,0.03
2020-10-15,63.0,2,0.07
2020-10-15,64.0,1,0.03
2020-10-15,67.0,2,0.07
2020-10-15,68.0,2,0.07
2020-10-15,71.0,1,0.03
2020-10-15,74.0,1,0.03
2020-10-15,75.0,1,0.03
2020-10-15,79.0,2,0.07
2020-10-15,82.0,1,0.03
2020-10-15,87.0,3,0.1
2020-10-15,88.0,1,0.03
2020-10-15,90.0,1,0.03
2020-10-15,91.0,1,0.03
2020-10-15,92.0,1,0.03
2020-10-15,96.0,2,0.07
2020-10-15,100.0,2,0.07
2020-10-15,103.0,1,0.03
2020-10-15,105.0,1,0.03
2020-10-15,106.0,1,0.03
2020-10-15,107.0,2,0.07
2020-10-15,110.0,1,0.03
2020-10-15,111.0,1,0.03
2020-10-15,112.0,4,0.14
2020-10-15,113.0,1,0.03
2020-10-15,114.0,3,0.1
2020-10-15,118.0,1,0.03
2020-10-15,119.0,1,0.03
2020-10-15,120.0,1,0.03
2020-10-15,121.0,1,0.03
2020-10-15,127.0,1,0.03
2020-10-15,129.0,1,0.03
2020-10-15,133.0,1,0.03
2020-10-15,134.0,2,0.07
2020-10-15,135.0,1,0.03
2020-10-16,0.0,3199,100.0
2020-10-16,1.0,66,2.06
2020-10-16,2.0,34,1.06
2020-10-16,3.0,33,1.03
2020-10-16,4.0,23,0.72
2020-10-16,5.0,17,0.53
2020-10-16,6.0,11,0.34
2020-10-16,7.0,14,0.44
2020-10-16,8.0,9,0.28
2020-10-16,9.0,4,0.13
2020-10-16,10.0,7,0.22
2020-10-16,11.0,6,0.19
2020-10-16,12.0,5,0.16
2020-10-16,13.0,7,0.22
2020-10-16,14.0,7,0.22
2020-10-16,15.0,6,0.19
2020-10-16,16.0,5,0.16
2020-10-16,17.0,5,0.16
2020-10-16,18.0,9,0.28
2020-10-16,19.0,6,0.19
2020-10-16,20.0,6,0.19
2020-10-16,21.0,7,0.22
2020-10-16,22.0,5,0.16
2020-10-16,23.0,4,0.13
2020-10-16,24.0,3,0.09
2020-10-16,25.0,7,0.22
2020-10-16,26.0,4,0.13
2020-10-16,27.0,5,0.16
2020-10-16,28.0,3,0.09
2020-10-16,29.0,6,0.19
2020-10-16,30.0,1,0.03
2020-10-16,31.0,2,0.06
2020-10-16,32.0,7,0.22
2020-10-16,33.0,1,0.03
2020-10-16,34.0,4,0.13
2020-10-16,35.0,5,0.16
2020-10-16,36.0,3,0.09
2020-10-16,37.0,2,0.06
2020-10-16,39.0,1,0.03
2020-10-16,40.0,2,0.06
2020-10-16,41.0,4,0.13
2020-10-16,46.0,1,0.03
2020-10-16,49.0,1,0.03
2020-10-16,51.0,1,0.03
2020-10-16,52.0,1,0.03
2020-10-16,53.0,1,0.03
2020-10-16,54.0,1,0.03
2020-10-16,55.0,1,0.03
2020-10-16,56.0,1,0.03
2020-10-16,57.0,1,0.03
2020-10-16,58.0,1,0.03
2020-10-16,60.0,2,0.06
2020-10-16,61.0,2,0.06
2020-10-16,62.0,2,0.06
2020-10-16,64.0,1,0.03
2020-10-16,65.0,1,0.03
2020-10-16,66.0,2,0.06
2020-10-16,68.0,1,0.03
2020-10-16,69.0,2,0.06
2020-10-16,73.0,2,0.06
2020-10-16,74.0,1,0.03
2020-10-16,79.0,1,0.03
2020-10-16,80.0,2,0.06
2020-10-16,83.0,1,0.03
2020-10-16,84.0,1,0.03
2020-10-16,85.0,1,0.03
2020-10-16,87.0,2,0.06
2020-10-16,88.0,1,0.03
2020-10-16,89.0,1,0.03
2020-10-16,90.0,1,0.03
2020-10-16,91.0,1,0.03
2020-10-16,92.0,1,0.03
2020-10-16,94.0,1,0.03
2020-10-16,95.0,1,0.03
2020-10-16,97.0,1,0.03
2020-10-16,99.0,1,0.03
2020-10-16,102.0,2,0.06
2020-10-16,103.0,2,0.06
2020-10-16,109.0,2,0.06
2020-10-16,110.0,1,0.03
2020-10-16,111.0,1,0.03
2020-10-16,112.0,1,0.03
2020-10-16,116.0,1,0.03
2020-10-16,120.0,1,0.03
2020-10-16,121.0,1,0.03
2020-10-16,123.0,1,0.03
2020-10-16,126.0,2,0.06
2020-10-16,127.0,1,0.03
2020-10-16,129.0,1,0.03
2020-10-16,132.0,1,0.03
2020-10-17,0.0,2632,100.0
2020-10-17,1.0,71,2.7
2020-10-17,2.0,36,1.37
2020-10-17,3.0,28,1.06
2020-10-17,4.0,15,0.57
2020-10-17,5.0,12,0.46
2020-10-17,6.0,5,0.19
2020-10-17,7.0,13,0.49
2020-10-17,8.0,6,0.23
2020-10-17,9.0,5,0.19
2020-10-17,10.0,6,0.23
2020-10-17,11.0,6,0.23
2020-10-17,12.0,4,0.15
2020-10-17,13.0,3,0.11
2020-10-17,14.0,5,0.19
2020-10-17,15.0,6,0.23
2020-10-17,17.0,6,0.23
2020-10-17,19.0,6,0.23
2020-10-17,20.0,5,0.19
2020-10-17,21.0,3,0.11
2020-10-17,22.0,2,0.08
2020-10-17,23.0,3,0.11
2020-10-17,25.0,1,0.04
2020-10-17,28.0,1,0.04
2020-10-17,29.0,3,0.11
2020-10-17,30.0,2,0.08
2020-10-17,31.0,2,0.08
2020-10-17,33.0,4,0.15
2020-10-17,34.0,3,0.11
2020-10-17,35.0,1,0.04
2020-10-17,36.0,3,0.11
2020-10-17,37.0,1,0.04
2020-10-17,39.0,2,0.08
2020-10-17,40.0,1,0.04
2020-10-17,41.0,2,0.08
2020-10-17,42.0,2,0.08
2020-10-17,45.0,1,0.04
2020-10-17,46.0,2,0.08
2020-10-17,47.0,1,0.04
2020-10-17,48.0,2,0.08
2020-10-17,52.0,1,0.04
2020-10-17,59.0,1,0.04
2020-10-17,60.0,2,0.08
2020-10-17,62.0,1,0.04
2020-10-17,63.0,1,0.04
2020-10-17,64.0,1,0.04
2020-10-17,69.0,1,0.04
2020-10-17,71.0,1,0.04
2020-10-17,72.0,1,0.04
2020-10-17,73.0,1,0.04
2020-10-17,74.0,2,0.08
2020-10-17,80.0,1,0.04
2020-10-17,83.0,1,0.04
2020-10-17,85.0,1,0.04
2020-10-17,86.0,1,0.04
2020-10-17,89.0,1,0.04
2020-10-17,93.0,1,0.04
2020-10-17,94.0,1,0.04
2020-10-17,99.0,1,0.04
2020-10-17,100.0,1,0.04
2020-10-17,102.0,1,0.04
2020-10-17,108.0,1,0.04
2020-10-17,109.0,1,0.04
2020-10-17,111.0,1,0.04
2020-10-17,116.0,1,0.04
2020-10-17,122.0,1,0.04
2020-10-17,123.0,1,0.04
2020-10-17,133.0,1,0.04
2020-10-18,0.0,2850,100.0
2020-10-18,1.0,74,2.6
2020-10-18,2.0,41,1.44
2020-10-18,3.0,27,0.95
2020-10-18,4.0,22,0.77
2020-10-18,5.0,15,0.53
2020-10-18,6.0,11,0.39
2020-10-18,7.0,9,0.32
2020-10-18,8.0,9,0.32
2020-10-18,9.0,9,0.32
2020-10-18,10.0,6,0.21
2020-10-18,11.0,7,0.25
2020-10-18,12.0,6,0.21
2020-10-18,13.0,8,0.28
2020-10-18,14.0,9,0.32
2020-10-18,15.0,4,0.14
2020-10-18,16.0,4,0.14
2020-10-18,17.0,5,0.18
2020-10-18,18.0,4,0.14
2020-10-18,19.0,1,0.04
2020-10-18,20.0,3,0.11
2020-10-18,21.0,3,0.11
2020-10-18,22.0,1,0.04
2020-10-18,23.0,1,0.04
2020-10-18,24.0,4,0.14
2020-10-18,25.0,1,0.04
2020-10-18,26.0,2,0.07
2020-10-18,27.0,4,0.14
2020-10-18,28.0,3,0.11
2020-10-18,29.0,6,0.21
2020-10-18,30.0,1,0.04
2020-10-18,31.0,1,0.04
2020-10-18,32.0,3,0.11
2020-10-18,33.0,1,0.04
2020-10-18,34.0,2,0.07
2020-10-18,35.0,3,0.11
2020-10-18,36.0,3,0.11
2020-10-18,37.0,3,0.11
2020-10-18,38.0,2,0.07
2020-10-18,40.0,1,0.04
2020-10-18,41.0,1,0.04
2020-10-18,42.0,1,0.04
2020-10-18,43.0,1,0.04
2020-10-18,44.0,1,0.04
2020-10-18,45.0,2,0.07
2020-10-18,47.0,2,0.07
2020-10-18,49.0,2,0.07
2020-10-18,50.0,1,0.04
2020-10-18,51.0,1,0.04
2020-10-18,52.0,1,0.04
2020-10-18,53.0,1,0.04
2020-10-18,54.0,2,0.07
2020-10-18,56.0,1,0.04
2020-10-18,57.0,1,0.04
2020-10-18,64.0,1,0.04
2020-10-18,65.0,1,0.04
2020-10-18,66.0,2,0.07
2020-10-18,67.0,2,0.07
2020-10-18,68.0,1,0.04
2020-10-18,75.0,2,0.07
2020-10-18,76.0,1,0.04
2020-10-18,77.0,1,0.04
2020-10-18,79.0,1,0.04
2020-10-18,80.0,2,0.07
2020-10-18,89.0,1,0.04
2020-10-18,90.0,2,0.07
2020-10-18,91.0,1,0.04
2020-10-18,92.0,1,0.04
2020-10-18,94.0,1,0.04
2020-10-18,98.0,1,0.04
2020-10-18,101.0,1,0.04
2020-10-18,103.0,1,0.04
2020-10-18,111.0,1,0.04
2020-10-18,113.0,2,0.07
2020-10-18,115.0,1,0.04
2020-10-18,117.0,1,0.04
2020-10-18,124.0,1,0.04
2020-10-18,128.0,1,0.04
2020-10-18,129.0,1,0.04
2020-10-18,133.0,1,0.04
2020-10-19,0.0,3347,100.0
2020-10-19,1.0,110,3.29
2020-10-19,2.0,43,1.28
2020-10-19,3.0,30,0.9
2020-10-19,4.0,26,0.78
2020-10-19,5.0,17,0.51
2020-10-19,6.0,12,0.36
2020-10-19,7.0,9,0.27
2020-10-19,8.0,13,0.39
2020-10-19,9.0,14,0.42
2020-10-19,10.0,10,0.3
2020-10-19,11.0,6,0.18
2020-10-19,12.0,7,0.21
2020-10-19,13.0,12,0.36
2020-10-19,14.0,7,0.21
2020-10-19,15.0,9,0.27
2020-10-19,16.0,5,0.15
2020-10-19,17.0,9,0.27
2020-10-19,18.0,8,0.24
2020-10-19,19.0,4,0.12
2020-10-19,20.0,6,0.18
2020-10-19,21.0,5,0.15
2020-10-19,22.0,10,0.3
2020-10-19,23.0,5,0.15
2020-10-19,24.0,2,0.06
2020-10-19,25.0,4,0.12
2020-10-19,26.0,6,0.18
2020-10-19,27.0,9,0.27
2020-10-19,28.0,6,0.18
2020-10-19,29.0,2,0.06
2020-10-19,30.0,8,0.24
2020-10-19,31.0,8,0.24
2020-10-19,32.0,4,0.12
2020-10-19,33.0,6,0.18
2020-10-19,34.0,2,0.06
2020-10-19,35.0,5,0.15
2020-10-19,36.0,3,0.09
2020-10-19,37.0,4,0.12
2020-10-19,38.0,4,0.12
2020-10-19,39.0,3,0.09
2020-10-19,40.0,2,0.06
2020-10-19,41.0,2,0.06
2020-10-19,42.0,2,0.06
2020-10-19,43.0,4,0.12
2020-10-19,44.0,4,0.12
2020-10-19,45.0,4,0.12
2020-10-19,46.0,3,0.09
2020-10-19,47.0,1,0.03
2020-10-19,48.0,2,0.06
2020-10-19,49.0,3,0.09
2020-10-19,50.0,1,0.03
2020-10-19,51.0,2,0.06
2020-10-19,52.0,1,0.03
2020-10-19,53.0,2,0.06
2020-10-19,56.0,4,0.12
2020-10-19,57.0,3,0.09
2020-10-19,58.0,3,0.09
2020-10-19,59.0,3,0.09
2020-10-19,62.0,1,0.03
2020-10-19,63.0,3,0.09
2020-10-19,65.0,2,0.06
2020-10-19,67.0,1,0.03
2020-10-19,68.0,2,0.06
2020-10-19,69.0,2,0.06
2020-10-19,71.0,2,0.06
2020-10-19,75.0,2,0.06
2020-10-19,76.0,2,0.06
2020-10-19,80.0,2,0.06
2020-10-19,81.0,1,0.03
2020-10-19,82.0,2,0.06
2020-10-19,83.0,2,0.06
2020-10-19,84.0,1,0.03
2020-10-19,86.0,4,0.12
2020-10-19,87.0,4,0.12
2020-10-19,89.0,3,0.09
2020-10-19,92.0,1,0.03
2020-10-19,95.0,1,0.03
2020-10-19,97.0,1,0.03
2020-10-19,98.0,2,0.06
2020-10-19,100.0,1,0.03
2020-10-19,101.0,1,0.03
2020-10-19,108.0,1,0.03
2020-10-19,112.0,1,0.03
2020-10-19,120.0,1,0.03
2020-10-19,121.0,1,0.03
2020-10-19,122.0,1,0.03
2020-10-19,124.0,1,0.03
2020-10-19,125.0,1,0.03
2020-10-19,126.0,1,0.03
2020-10-19,131.0,1,0.03
2020-10-20,0.0,3237,100.0
2020-10-20,1.0,83,2.56
2020-10-20,2.0,42,1.3
2020-10-20,3.0,25,0.77
2020-10-20,4.0,26,0.8
2020-10-20,5.0,15,0.46
2020-10-20,6.0,15,0.46
2020-10-20,7.0,14,0.43
2020-10-20,8.0,14,0.43
2020-10-20,9.0,9,0.28
2020-10-20,10.0,9,0.28
2020-10-20,11.0,2,0.06
2020-10-20,12.0,3,0.09
2020-10-20,13.0,6,0.19
2020-10-20,14.0,5,0.15
2020-10-20,15.0,5,0.15
2020-10-20,16.0,6,0.19
2020-10-20,17.0,7,0.22
2020-10-20,18.0,8,0.25
2020-10-20,19.0,4,0.12
2020-10-20,20.0,8,0.25
2020-10-20,21.0,3,0.09
2020-10-20,22.0,10,0.31
2020-10-20,23.0,6,0.19
2020-10-20,24.0,3,0.09
2020-10-20,25.0,7,0.22
2020-10-20,26.0,8,0.25
2020-10-20,27.0,4,0.12
2020-10-20,28.0,3,0.09
2020-10-20,29.0,7,0.22
2020-10-20,30.0,2,0.06
2020-10-20,31.0,2,0.06
2020-10-20,32.0,3,0.09
2020-10-20,33.0,3,0.09
2020-10-20,34.0,2,0.06
2020-10-20,35.0,6,0.19
2020-10-20,36.0,5,0.15
2020-10-20,37.0,4,0.12
2020-10-20,38.0,3,0.09
2020-10-20,39.0,3,0.09
2020-10-20,40.0,1,0.03
2020-10-20,42.0,5,0.15
2020-10-20,43.0,3,0.09
2020-10-20,44.0,1,0.03
2020-10-20,47.0,5,0.15
2020-10-20,48.0,1,0.03
2020-10-20,53.0,2,0.06
2020-10-20,54.0,2,0.06
2020-10-20,55.0,1,0.03
2020-10-20,56.0,1,0.03
2020-10-20,57.0,2,0.06
2020-10-20,58.0,2,0.06
2020-10-20,59.0,1,0.03
2020-10-20,60.0,1,0.03
2020-10-20,61.0,2,0.06
2020-10-20,62.0,1,0.03
2020-10-20,63.0,1,0.03
2020-10-20,64.0,1,0.03
2020-10-20,66.0,2,0.06
2020-10-20,67.0,2,0.06
2020-10-20,68.0,2,0.06
2020-10-20,70.0,1,0.03
2020-10-20,71.0,1,0.03
2020-10-20,73.0,1,0.03
2020-10-20,75.0,2,0.06
2020-10-20,76.0,2,0.06
2020-10-20,77.0,2,0.06
2020-10-20,78.0,1,0.03
2020-10-20,79.0,1,0.03
2020-10-20,84.0,2,0.06
2020-10-20,85.0,2,0.06
2020-10-20,87.0,2,0.06
2020-10-20,88.0,1,0.03
2020-10-20,90.0,2,0.06
2020-10-20,91.0,1,0.03
2020-10-20,92.0,1,0.03
2020-10-20,94.0,1,0.03
2020-10-20,97.0,2,0.06
2020-10-20,98.0,3,0.09
2020-10-20,99.0,1,0.03
2020-10-20,104.0,2,0.06
2020-10-20,105.0,1,0.03
2020-10-20,106.0,1,0.03
2020-10-20,107.0,2,0.06
2020-10-20,108.0,1,0.03
2020-10-20,109.0,1,0.03
2020-10-20,111.0,1,0.03
2020-10-20,112.0,1,0.03
2020-10-20,113.0,2,0.06
2020-10-20,114.0,2,0.06
2020-10-20,115.0,3,0.09
2020-10-20,116.0,2,0.06
2020-10-20,117.0,2,0.06
2020-10-20,118.0,1,0.03
2020-10-20,119.0,1,0.03
2020-10-20,120.0,1,0.03
2020-10-20,121.0,2,0.06
2020-10-20,122.0,1,0.03
2020-10-20,123.0,1,0.03
2020-10-20,125.0,1,0.03
2020-10-20,126.0,1,0.03
2020-10-20,128.0,1,0.03
2020-10-20,130.0,1,0.03
2020-10-21,0.0,3141,100.0
2020-10-21,1.0,87,2.77
2020-10-21,2.0,40,1.27
2020-10-21,3.0,27,0.86
2020-10-21,4.0,13,0.41
2020-10-21,5.0,19,0.6
2020-10-21,6.0,12,0.38
2020-10-21,7.0,17,0.54
2020-10-21,8.0,12,0.38
2020-10-21,9.0,10,0.32
2020-10-21,10.0,3,0.1
2020-10-21,11.0,5,0.16
2020-10-21,12.0,14,0.45
2020-10-21,13.0,14,0.45
2020-10-21,14.0,2,0.06
2020-10-21,15.0,5,0.16
2020-10-21,16.0,10,0.32
2020-10-21,17.0,4,0.13
2020-10-21,18.0,5,0.16
2020-10-21,19.0,7,0.22
2020-10-21,20.0,1,0.03
2020-10-21,21.0,8,0.25
2020-10-21,22.0,4,0.13
2020-10-21,23.0,4,0.13
2020-10-21,24.0,2,0.06
2020-10-21,25.0,1,0.03
2020-10-21,27.0,8,0.25
2020-10-21,28.0,6,0.19
2020-10-21,29.0,4,0.13
2020-10-21,30.0,4,0.13
2020-10-21,31.0,3,0.1
2020-10-21,32.0,1,0.03
2020-10-21,33.0,2,0.06
2020-10-21,34.0,2,0.06
2020-10-21,35.0,2,0.06
2020-10-21,36.0,2,0.06
2020-10-21,37.0,1,0.03
2020-10-21,38.0,2,0.06
2020-10-21,39.0,6,0.19
2020-10-21,40.0,1,0.03
2020-10-21,41.0,1,0.03
2020-10-21,42.0,1,0.03
2020-10-21,43.0,3,0.1
2020-10-21,44.0,1,0.03
2020-10-21,45.0,3,0.1
2020-10-21,46.0,1,0.03
2020-10-21,47.0,2,0.06
2020-10-21,48.0,1,0.03
2020-10-21,49.0,3,0.1
2020-10-21,51.0,1,0.03
2020-10-21,53.0,2,0.06
2020-10-21,55.0,2,0.06
2020-10-21,56.0,2,0.06
2020-10-21,57.0,2,0.06
2020-10-21,58.0,1,0.03
2020-10-21,60.0,1,0.03
2020-10-21,62.0,2,0.06
2020-10-21,63.0,2,0.06
2020-10-21,64.0,1,0.03
2020-10-21,65.0,4,0.13
2020-10-21,66.0,1,0.03
2020-10-21,67.0,1,0.03
2020-10-21,68.0,2,0.06
2020-10-21,69.0,1,0.03
2020-10-21,70.0,2,0.06
2020-10-21,72.0,1,0.03
2020-10-21,74.0,2,0.06
2020-10-21,75.0,2,0.06
2020-10-21,76.0,2,0.06
2020-10-21,77.0,2,0.06
2020-10-21,79.0,1,0.03
2020-10-21,81.0,2,0.06
2020-10-21,82.0,1,0.03
2020-10-21,83.0,3,0.1
2020-10-21,84.0,4,0.13
2020-10-21,85.0,1,0.03
2020-10-21,86.0,1,0.03
2020-10-21,88.0,2,0.06
2020-10-21,89.0,3,0.1
2020-10-21,90.0,1,0.03
2020-10-21,91.0,1,0.03
2020-10-21,93.0,1,0.03
2020-10-21,94.0,1,0.03
2020-10-21,95.0,1,0.03
2020-10-21,99.0,1,0.03
2020-10-21,102.0,1,0.03
2020-10-21,107.0,2,0.06
2020-10-21,114.0,1,0.03
2020-10-21,116.0,2,0.06
2020-10-21,117.0,2,0.06
2020-10-21,121.0,1,0.03
2020-10-21,122.0,1,0.03
2020-10-21,123.0,2,0.06
2020-10-21,125.0,1,0.03
2020-10-22,0.0,3058,100.0
2020-10-22,1.0,94,3.07
2020-10-22,2.0,22,0.72
2020-10-22,3.0,26,0.85
2020-10-22,4.0,28,0.92
2020-10-22,5.0,19,0.62
2020-10-22,6.0,17,0.56
2020-10-22,7.0,12,0.39
2020-10-22,8.0,16,0.52
2020-10-22,9.0,9,0.29
2020-10-22,10.0,6,0.2
2020-10-22,11.0,9,0.29
2020-10-22,12.0,9,0.29
2020-10-22,13.0,4,0.13
2020-10-22,14.0,9,0.29
2020-10-22,15.0,7,0.23
2020-10-22,16.0,8,0.26
2020-10-22,17.0,6,0.2
2020-10-22,18.0,7,0.23
2020-10-22,19.0,8,0.26
2020-10-22,20.0,6,0.2
2020-10-22,21.0,9,0.29
2020-10-22,22.0,6,0.2
2020-10-22,23.0,4,0.13
2020-10-22,24.0,4,0.13
2020-10-22,25.0,3,0.1
2020-10-22,26.0,2,0.07
2020-10-22,27.0,5,0.16
2020-10-22,28.0,8,0.26
2020-10-22,29.0,3,0.1
2020-10-22,30.0,6,0.2
2020-10-22,31.0,4,0.13
2020-10-22,32.0,4,0.13
2020-10-22,33.0,5,0.16
2020-10-22,34.0,4,0.13
2020-10-22,35.0,3,0.1
2020-10-22,36.0,4,0.13
2020-10-22,37.0,3,0.1
2020-10-22,38.0,3,0.1
2020-10-22,39.0,5,0.16
2020-10-22,40.0,2,0.07
2020-10-22,41.0,2,0.07
2020-10-22,42.0,3,0.1
2020-10-22,43.0,3,0.1
2020-10-22,44.0,3,0.1
2020-10-22,45.0,2,0.07
2020-10-22,46.0,3,0.1
2020-10-22,47.0,5,0.16
2020-10-22,48.0,2,0.07
2020-10-22,49.0,3,0.1
2020-10-22,50.0,3,0.1
2020-10-22,51.0,3,0.1
2020-10-22,52.0,1,0.03
2020-10-22,53.0,2,0.07
2020-10-22,54.0,2,0.07
2020-10-22,55.0,5,0.16
2020-10-22,56.0,4,0.13
2020-10-22,57.0,1,0.03
2020-10-22,58.0,2,0.07
2020-10-22,59.0,3,0.1
2020-10-22,60.0,3,0.1
2020-10-22,61.0,3,0.1
2020-10-22,62.0,2,0.07
2020-10-22,63.0,4,0.13
2020-10-22,64.0,1,0.03
2020-10-22,65.0,1,0.03
2020-10-22,66.0,1,0.03
2020-10-22,67.0,1,0.03
2020-10-22,68.0,1,0.03
2020-10-22,69.0,1,0.03
2020-10-22,70.0,1,0.03
2020-10-22,71.0,1,0.03
2020-10-22,72.0,2,0.07
2020-10-22,73.0,2,0.07
2020-10-22,74.0,1,0.03
2020-10-22,75.0,1,0.03
2020-10-22,76.0,2,0.07
2020-10-22,77.0,2,0.07
2020-10-22,78.0,4,0.13
2020-10-22,79.0,2,0.07
2020-10-22,80.0,1,0.03
2020-10-22,81.0,2,0.07
2020-10-22,82.0,1,0.03
2020-10-22,83.0,1,0.03
2020-10-22,84.0,1,0.03
2020-10-22,85.0,1,0.03
2020-10-22,86.0,1,0.03
2020-10-22,87.0,4,0.13
2020-10-22,88.0,2,0.07
2020-10-22,89.0,1,0.03
2020-10-22,90.0,1,0.03
2020-10-22,91.0,2,0.07
2020-10-22,92.0,1,0.03
2020-10-22,93.0,1,0.03
2020-10-22,94.0,1,0.03
2020-10-22,95.0,1,0.03
2020-10-22,96.0,5,0.16
2020-10-22,97.0,2,0.07
2020-10-22,98.0,2,0.07
2020-10-22,99.0,1,0.03
2020-10-22,100.0,2,0.07
2020-10-22,101.0,2,0.07
2020-10-22,102.0,2,0.07
2020-10-22,103.0,3,0.1
2020-10-22,104.0,1,0.03
2020-10-22,105.0,3,0.1
2020-10-22,106.0,1,0.03
2020-10-22,107.0,1,0.03
2020-10-22,108.0,1,0.03
2020-10-22,109.0,1,0.03
2020-10-22,110.0,1,0.03
2020-10-22,111.0,1,0.03
2020-10-22,112.0,2,0.07
2020-10-22,114.0,1,0.03
2020-10-22,115.0,1,0.03
2020-10-22,116.0,2,0.07
2020-10-22,117.0,3,0.1
2020-10-22,118.0,3,0.1
2020-10-22,119.0,1,0.03
2020-10-22,120.0,1,0.03
2020-10-22,122.0,2,0.07
2020-10-22,124.0,2,0.07
2020-10-22,126.0,1,0.03
2020-10-22,128.0,2,0.07
2020-10-22,129.0,2,0.07
2020-10-23,0.0,2883,100.0
2020-10-23,1.0,69,2.39
2020-10-23,2.0,34,1.18
2020-10-23,3.0,29,1.01
2020-10-23,4.0,22,0.76
2020-10-23,5.0,12,0.42
2020-10-23,6.0,14,0.49
2020-10-23,7.0,16,0.55
2020-10-23,8.0,14,0.49
2020-10-23,9.0,6,0.21
2020-10-23,10.0,9,0.31
2020-10-23,11.0,11,0.38
2020-10-23,12.0,7,0.24
2020-10-23,13.0,5,0.17
2020-10-23,14.0,9,0.31
2020-10-23,15.0,6,0.21
2020-10-23,16.0,3,0.1
2020-10-23,17.0,7,0.24
2020-10-23,18.0,6,0.21
2020-10-23,19.0,4,0.14
2020-10-23,20.0,3,0.1
2020-10-23,21.0,3,0.1
2020-10-23,22.0,2,0.07
2020-10-23,23.0,3,0.1
2020-10-23,24.0,6,0.21
2020-10-23,25.0,7,0.24
